ASIN,product_name,brand,FBA_label,amazon_choice,price_in_US_dollars,unit_price_flag,unit_price_USdollars,unit_price_unit,top_sales_rank,subscribe_flag,shipping_weight_in_ounces,answered_questions,rating_avg,rating_nums,rating_1_star,rating_2_star,rating_3_star,rating_4_star,rating_5_star,subscribe_5_unitprice,subscribe_5_unit,subscribe_15_unitprice,subscribe_15_unit,unit_price2,unit_price,FBA,productDescription,product_image_urls,product_url,subscribe,subscribe_price_5per,shipping_weight,subscribe_price_15per_unit_price,subscribe_price_5per_unit_price,subscribe_price_15per_USdollars,subscribe_price_5per_USdollars
B081CL85R4,2 Pack Cuppa Roaster Latte 100% Original & Genuine from Malaysia (10 sticks x 20g),Cuppa Roaster,Third Party,False,32.5,True,16.25,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,16.25 / Count,($16.25 / Count),Ships from and sold by Shoppe Valley.,"Enjoy life’s simple pleasure in a form of Latte with this 3-in-1 CUPPA ROASTER Latte. Made from a tasty mix of instant coffee, creamer, sugar and the highly beneficial, skim milk – every taste will gives you an unforgettable aroma, a creamier taste with a subtle coffee flavor. So, instead of opting for a can of carbonated drink on a hot day, why not you prepare a glass of iced Latte instead? As you will still quench your thirst, while also enjoying the antioxidant coffee health benefits.",https://m.media-amazon.com/images/I/81abFX1Uw6L._AC_UL320_.jpg,https://www.amazon.com/Cuppa-Roaster-Original-Genuine-Malaysia/dp/B081CL85R4/ref=sr_1_4281?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4281&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081DP3X1F,"G7, Instant Coffee, 3 in 1 Coffee Mix, 352 g [Pack of 1 piece]",G7,Third Party,False,29.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,B081DP3X1F,Ships from and sold by beststorebykk.,Instant Coffee Powder,https://m.media-amazon.com/images/I/512ALj6tFmL._AC_UL320_.jpg,https://www.amazon.com/Instant-Coffee-Mix-Pack-piece/dp/B081DP3X1F/ref=sr_1_2391?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2391&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081GF8RYH,Collagen Keto Coffee 12.7oz (1 Jar),cocafe,FBA,False,14.99,True,1.18,Ounce,1571.0,False,14.9,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,1.18 / Ounce,($1.18 / Ounce),Sold by NewNew Foods and Fulfilled by Amazon.,,https://m.media-amazon.com/images/I/61M3xmOldsL._AC_UL320_.jpg,https://www.amazon.com/Collagen-Keto-Coffee-12-7oz-Jar/dp/B081GF8RYH/ref=sr_1_2380?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2380&ts_id=2251594011&psc=1,,,14.9 ounces,nan,nan,,
B081GL3JXD,Coconut Keto Coffee 12.7oz (1 Jar),cocafe,FBA,False,14.99,True,1.18,Ounce,1040.0,False,16.0,0,3.9,4.0,0.29,0.0,0.0,0.0,0.71,,,,,1.18 / Ounce,($1.18 / Ounce),Sold by NewNew Foods and Fulfilled by Amazon.,,https://m.media-amazon.com/images/I/617+P4hVdRL._AC_UL320_.jpg,https://www.amazon.com/Coconut-Keto-Coffee-12-7oz-Jar/dp/B081GL3JXD/ref=sr_1_1781?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1781&ts_id=2251594011&psc=1,,,1 pounds,nan,nan,,
B081GL89BX,Chocolate Keto Coffee 12.7oz (1 Jar),cocafe,FBA,False,14.99,True,1.18,Ounce,2689.0,False,16.0,0,3.4,2.0,0.39,0.0,0.0,0.0,0.61,,,,,1.18 / Ounce,($1.18 / Ounce),Sold by NewNew Foods and Fulfilled by Amazon.,,https://m.media-amazon.com/images/I/61veBWIolkL._AC_UL320_.jpg,https://www.amazon.com/Chocolate-Keto-Coffee-12-7oz-Jar/dp/B081GL89BX/ref=sr_1_2397?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2397&ts_id=2251594011&psc=1,,,1 pounds,nan,nan,,
B081GYK9VP,OGANSIA Ganoderma Lucidum Cafe Latte.Turkish Cafe Reishi Mushroom Gano Coffee. 28 Gr. 15 Pack (4 Box),OGANSIA,,False,115.0,False,,,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,B081GYK9VP,,Turkish coffee and reishi mushroom extract combined with the flavor of the breath that will leave in the flavor of the cup.for those who want to try the flavored formula..,https://m.media-amazon.com/images/I/81-0mzsOiCL._AC_UL320_.jpg,https://www.amazon.com/OGANSIA-Ganoderma-Lucidum-Latte-Turkish-Mushroom/dp/B081GYK9VP/ref=sr_1_3406?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3406&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081HG9HW5,"Farmer Brothers Maple Pecan Cappuccino Mix, 6/2 lb bags",Farmer Brothers,Third Party,False,49.99,True,8.33,Count,4791.0,False,192.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,,8.33 / Count,($8.33 / Count),Ships from and sold by koffeeexpress.,Flavored cappuccino mix,https://m.media-amazon.com/images/I/61o3KSBiGBL._AC_UL320_.jpg,https://www.amazon.com/Farmer-Brothers-Maple-Pecan-Cappuccino/dp/B081HG9HW5/ref=sr_1_3600?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3600&ts_id=2251594011&psc=1,,,12 pounds,nan,nan,,
B081J3JDN2,"Starbucks Italian Roast Dark Roast Whole Bean Coffee, 12-Ounce Bag (Pack of 4)",Starbucks,,False,49.23,False,,,3601.0,False,56.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,12 ounces,,"DetailsDark RoastItalian Roast. Coffee is an art form in Italy, and no one settles for a timid cup. So when we created a coffee that waves the Italian flag, we wanted something robust and expressive. Our roasters answered with a sturdy coffee that's darker than our Espresso Roast but not as smoky as French. We love it for its rich, roasty sweetness, medium body and clean finish.Enjoy with: Tiramisu and a slideshow of Rome.Our Dark Roasts. We roast coffees darker to achieve specific flavors-from subtle notes of caramelized sugar to a bold smoky taste. It takes special beans to go this dark. Anything other than dense, high-grown Arabica beans will turn to ash and leave an unpleasant finish. But when a good bean meets a skilled roaster, ah, that's something to be reckoned with.The Starbucks Italian Roast",https://m.media-amazon.com/images/I/41MkATQaAHL._AC_UL320_.jpg,https://www.amazon.com/Starbucks-Italian-Roast-Coffee-12-Ounce/dp/B081J3JDN2/ref=sr_1_2912?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2912&ts_id=2251594011&psc=1,,,3.5 pounds,nan,nan,,
B081J4MXYL,"Starbucks Italian Roast Dark Roast Whole Bean Coffee, 12-Ounce Bag (Pack of 2)",Starbucks,,False,24.99,False,,,2654.0,False,28.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,,,12 ounces,,"DetailsDark RoastItalian Roast. Coffee is an art form in Italy, and no one settles for a timid cup. So when we created a coffee that waves the Italian flag, we wanted something robust and expressive. Our roasters answered with a sturdy coffee that's darker than our Espresso Roast but not as smoky as French. We love it for its rich, roasty sweetness, medium body and clean finish.Enjoy with: Tiramisu and a slideshow of Rome.Our Dark Roasts. We roast coffees darker to achieve specific flavors-from subtle notes of caramelized sugar to a bold smoky taste. It takes special beans to go this dark. Anything other than dense, high-grown Arabica beans will turn to ash and leave an unpleasant finish. But when a good bean meets a skilled roaster, ah, that's something to be reckoned with.The Starbucks Italian Roast",https://m.media-amazon.com/images/I/41MkATQaAHL._AC_UL320_.jpg,https://www.amazon.com/Starbucks-Italian-Roast-Coffee-12-Ounce/dp/B081J4MXYL/ref=sr_1_2458?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-2458&ts_id=2251594011&psc=1,,,1.8 pounds,nan,nan,,
B081J4N63S,Starbucks VIA Instant French Roast Dark Roast Coffee (Pack of 2),Starbucks,Third Party,False,9.99,True,5.37,Ounce,2369.0,False,3.4,0,,,0.0,0.0,0.0,0.0,0.0,,,,,5.37 / Ounce,($5.37 / Ounce),Ships from and sold by speedybookz4u.,"Muted with oil, the tumbling beans become eerily silent. A master roaster watches, knowing that if he pushes them a second too long, they'll burst into flame. White smoke hangs down as the glistening beans turn ebony. This is French Roast, and you can't roast it darker. Straightforward, light-bodied with low acidity and immensely popular since 1971, our darkest roast is adored for its intense smokiness.Create great-tasting beverages with these single-serve packets. Enjoy them anytime, anywhere-in an instant.",https://m.media-amazon.com/images/I/41sBSWAfg1L._AC_UL320_.jpg,https://www.amazon.com/Starbucks-Instant-French-Roast-Coffee/dp/B081J4N63S/ref=sr_1_1616?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1616&ts_id=2251594011&psc=1,,,3.4 ounces,nan,nan,,
B081K7K8B3,Coconut Coffee Packet 0.95oz,CAcafe,Third Party,False,1.99,True,2.09,Ounce,2938.0,False,1.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,,2.09 / Ounce,($2.09 / Ounce),Ships from and sold by NewNew Foods.,,https://m.media-amazon.com/images/I/61QJiZBGLQL._AC_UL320_.jpg,https://www.amazon.com/CAcafe-Coconut-Coffee-Packet-0-95oz/dp/B081K7K8B3/ref=sr_1_3062?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3062&ts_id=2251594011&psc=1,,,1 ounces,nan,nan,,
B081K8GJJY,Coconut Keto Coffee Packet 0.7oz,cocafe,Third Party,False,1.99,True,2.84,Ounce,3172.0,False,0.6,0,2.0,2.0,0.5,0.0,0.5,0.0,0.0,,,,,2.84 / Ounce,($2.84 / Ounce),Ships from and sold by NewNew Foods.,,https://m.media-amazon.com/images/I/610Raw55A4L._AC_UL320_.jpg,https://www.amazon.com/Coconut-Keto-Coffee-Packet-0-7oz/dp/B081K8GJJY/ref=sr_1_3144?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3144&ts_id=2251594011&psc=1,,,0.6 ounces,nan,nan,,
B081KVZ59D,3 Boxes Duzin Durian Premium Coffee 12 sachets x 30g - FREE EXPRESS SHIPPING,Duzin,Third Party,False,58.89,True,19.63,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,19.63 / Count,($19.63 / Count),Ships from and sold by zamzam88.,"Have you ever wondered how extraordinarily tasty it would be to combine the “King of Fruits” in Southeast Asia with excellent, freshly brewed coffee? Using only fine, premium, Arabica coffee, Duzin guarantees to offer you the most delicious and aromatic coffee experience.",https://m.media-amazon.com/images/I/81Beji0251L._AC_UL320_.jpg,https://www.amazon.com/Duzin-Durian-Premium-Coffee-sachets/dp/B081KVZ59D/ref=sr_1_3654?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3654&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081KXX849,4 Boxes Duzin Durian Premium Coffee 12 sachets x 30g - FREE EXPRESS SHIPPING,Duzin,Third Party,False,74.8,True,18.7,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,18.70 / Count,($18.70 / Count),Ships from and sold by CoffeeLover1111.,"Have you ever wondered how extraordinarily tasty it would be to combine the “King of Fruits” in Southeast Asia with excellent, freshly brewed coffee? Using only fine, premium, Arabica coffee, Duzin guarantees to offer you the most delicious and aromatic coffee experience.",https://m.media-amazon.com/images/I/81d7FBIvk-L._AC_UL320_.jpg,https://www.amazon.com/Duzin-Durian-Premium-Coffee-sachets/dp/B081KXX849/ref=sr_1_3653?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3653&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081L39DSN,5 Boxes Duzin Durian Premium Coffee 12 sachets x 30g - FREE EXPRESS SHIPPING,Duzin,Third Party,False,86.0,True,17.2,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,17.20 / Count,($17.20 / Count),Ships from and sold by zamzam88.,"Have you ever wondered how extraordinarily tasty it would be to combine the “King of Fruits” in Southeast Asia with excellent, freshly brewed coffee? Using only fine, premium, Arabica coffee, Duzin guarantees to offer you the most delicious and aromatic coffee experience.",https://m.media-amazon.com/images/I/814eoosXy2L._AC_UL320_.jpg,https://www.amazon.com/Duzin-Durian-Premium-Coffee-sachets/dp/B081L39DSN/ref=sr_1_3652?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3652&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081M32DDF,Nescafé 3-in-1 Premix Instant Coffee - Blend & Brew ORIGINAL- Imported from Nestle Malaysia(28 Sticks),Nescafe Malaysia,FBA,False,13.1,True,13.1,Count,469.0,False,20.8,0,4.6,11.0,0.0,0.0,0.13,0.13,0.75,,,,,13.10 / Count,($13.10 / Count),Sold by TUNEZ US and Fulfilled by Amazon.,to try out this IMPROVED version of Nescafé.,https://m.media-amazon.com/images/I/713oY6VPnvL._AC_UL320_.jpg,https://www.amazon.com/Nescaf%C3%A9-Premix-Instant-Coffee-ORIGINAL/dp/B081M32DDF/ref=sr_1_249?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-249&ts_id=2251594011&psc=1,,,1.3 pounds,nan,nan,,
B081NQZF7K,"3 in 1 Instant Coffee Mix, 20 Sachets (14.11 Ounce) (14.11 Ounce, 4-Pack)",Vinacafe,Third Party,False,29.99,True,2.13,Ounce,2780.0,False,14.1,0,,,0.0,0.0,0.0,0.0,0.0,,,,,2.13 / Ounce,($2.13 / Ounce),Ships from and sold by TAOServices.,Vinacafe 3 in 1 coffee mix.,https://m.media-amazon.com/images/I/81VIlj8lEKL._AC_UL320_.jpg,https://www.amazon.com/Instant-Coffee-Sachets-14-11-4-Pack/dp/B081NQZF7K/ref=sr_1_1277?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1277&ts_id=2251594011&psc=1,,,14.1 ounces,nan,nan,,
B081NSG5VR,Wink White W Instant Coffee 15g x 10 sachets Just 40 Cal No Fat No Sugar,Wink White W,FBA,False,25.0,True,25.0,Count,4173.0,False,7.2,0,,,0.0,0.0,0.0,0.0,0.0,,,,,25.00 / Count,($25.00 / Count),Sold by Natthapon and Fulfilled by Amazon.,Wink White W Instant Coffee 15g x 10 sachets Just 40 Cal No Fat No Sugar,https://m.media-amazon.com/images/I/71rLJhvlKAL._AC_UL320_.jpg,https://www.amazon.com/Wink-White-Instant-Coffee-sachets/dp/B081NSG5VR/ref=sr_1_1388?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1388&ts_id=2251594011&psc=1,,,7.2 ounces,nan,nan,,
B081RYH6BG,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 10 Pack (20 x 20 Sachets),Super Power,Third Party,False,99.0,True,99.0,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,99.00 / Count,($99.00 / Count),Ships from and sold by Yummi Mart.,"Super Power 6in1 Tongat Ali, Ginseng and Misai Kucing brings you the finest coffee, and more! Enhanced with Tongkat Ali powder, Ginseng and Misai Kucing extracts, this is the perfect drink for men. Now economically packed in 20g sachets so that every man can Get The Power! 6 in 1 Super Power Tongkat Ali, Ginseng Dan Misai Kucing.",https://m.media-amazon.com/images/I/71YSs3r-bRL._AC_UL320_.jpg,https://www.amazon.com/Super-Power-Tongkat-Ginseng-Sachets/dp/B081RYH6BG/ref=sr_1_3654?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3654&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081RZ3DTT,Jacobs Cronat Gold Instant Coffee 200 Gram / 7.05 Ounce (Pack of 6),Jacobs Kronung,Third Party,False,,False,,,1973.0,False,7.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,7 ounces,Ships from and sold by Victory Empire.,Enjoy Jacobs Instant Coffee at home or on the go. Simply sprinkle the soluble coffee of Jacobs with hot water and the coffee is ready to enjoy.,https://m.media-amazon.com/images/I/81z-mI0mjlL._AC_UL320_.jpg,https://www.amazon.com/Jacobs-Cronat-Instant-Coffee-Ounce/dp/B081RZ3DTT/ref=sr_1_947?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-947&ts_id=2251594011&psc=1,,,7 ounces,nan,nan,,
B081RZRCR4,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 2 Pack (20 x 20 Sachets),Super Power,Third Party,False,34.6,True,34.6,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,34.60 / Count,($34.60 / Count),Ships from and sold by Yummi Mart.,"Super Power 6in1 Tongat Ali, Ginseng and Misai Kucing brings you the finest coffee, and more! Enhanced with Tongkat Ali powder, Ginseng and Misai Kucing extracts, this is the perfect drink for men. Now economically packed in 20g sachets so that every man can Get The Power! 6 in 1 Super Power Tongkat Ali, Ginseng Dan Misai Kucing.",https://m.media-amazon.com/images/I/71YSs3r-bRL._AC_UL320_.jpg,https://www.amazon.com/Super-Power-Tongkat-Ginseng-Sachets/dp/B081RZRCR4/ref=sr_1_3653?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3653&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081RZRT8H,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 7 Pack (20 x 20 Sachets),Super Power,Third Party,False,72.5,True,72.5,Count,,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,72.50 / Count,($72.50 / Count),Ships from and sold by Yummi Mart.,"Super Power 6in1 Tongat Ali, Ginseng and Misai Kucing brings you the finest coffee, and more! Enhanced with Tongkat Ali powder, Ginseng and Misai Kucing extracts, this is the perfect drink for men. Now economically packed in 20g sachets so that every man can Get The Power! 6 in 1 Super Power Tongkat Ali, Ginseng Dan Misai Kucing.",https://m.media-amazon.com/images/I/71YSs3r-bRL._AC_UL320_.jpg,https://www.amazon.com/Super-Power-Tongkat-Ginseng-Sachets/dp/B081RZRT8H/ref=sr_1_3652?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3652&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081RZTH4J,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 36 Pack (20 x 20 Sachets),Super Power,Third Party,False,257.0,True,257.0,Count,4746.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,257.00 / Count,($257.00 / Count),Ships from and sold by Limited Bonus Deal.,"Super Power 6in1 Tongat Ali, Ginseng and Misai Kucing brings you the finest coffee, and more! Enhanced with Tongkat Ali powder, Ginseng and Misai Kucing extracts, this is the perfect drink for men. Now economically packed in 20g sachets so that every man can Get The Power! 6 in 1 Super Power Tongkat Ali, Ginseng Dan Misai Kucing.",https://m.media-amazon.com/images/I/71YSs3r-bRL._AC_UL320_.jpg,https://www.amazon.com/Super-Power-Tongkat-Ginseng-Sachets/dp/B081RZTH4J/ref=sr_1_3687?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3687&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081S2CRXD,Super Power Coffee 6 in 1 Tongkat Ali Ginseng & Misai Kucing 5 Pack (30 x 20 Sachets),Super Power,Third Party,False,69.9,True,69.9,Count,4682.0,False,,0,,,0.0,0.0,0.0,0.0,0.0,,,,,69.90 / Count,($69.90 / Count),Ships from and sold by Limited Bonus Deal.,"Super Power 6in1 Tongat Ali, Ginseng and Misai Kucing brings you the finest coffee, and more! Enhanced with Tongkat Ali powder, Ginseng and Misai Kucing extracts, this is the perfect drink for men. Now economically packed in 30g sachets so that every man can Get The Power! 6 in 1 Super Power Tongkat Ali, Ginseng Dan Misai Kucing.",https://m.media-amazon.com/images/I/61QTBB-uVxL._AC_UL320_.jpg,https://www.amazon.com/Super-Power-Tongkat-Ginseng-Sachets/dp/B081S2CRXD/ref=sr_1_3985?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-3985&ts_id=2251594011&psc=1,,,nan,nan,nan,,
B081S5NTCG,Amigo Instant Coffee Fusion with Finely Ground Coffee Beans,AMIGO,FBA,False,14.99,True,14.99,Count,2311.0,False,5.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,,14.99 / Count,($14.99 / Count),Sold by Mia's European Market and Fulfilled by Amazon.,A mixture of freeze dried soluble coffee and roasted ground coffee.,https://m.media-amazon.com/images/I/81gmwhTEsOL._AC_UL320_.jpg,https://www.amazon.com/Instant-Coffee-Fusion-Finely-Ground/dp/B081S5NTCG/ref=sr_1_1051?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1051&ts_id=2251594011&psc=1,,,5.8 ounces,nan,nan,,
B081S6XHJS,"2 Boxes Lean N Green Slimming Weight-Loss Coffee - All Natural, Vegan and Sugar-Free; Perfect for the Health-Conscious People; 14 Packets x 21 grams",Lean N Green Coffee,FBA,False,26.95,True,13.48,Count,598.0,False,12.3,0,3.8,4.0,0.0,0.0,0.44,0.28,0.28,,,,,13.48 / Count,($13.48 / Count),Sold by D Nelson Enterprises LLC and Fulfilled by Amazon.,,https://m.media-amazon.com/images/I/815sbuJwXFL._AC_UL320_.jpg,https://www.amazon.com/Lean-Green-Slimming-Weight-Loss-Coffee/dp/B081S6XHJS/ref=sr_1_755?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-755&ts_id=2251594011&psc=1,,,12.3 ounces,nan,nan,,
B081S979GD,100% Colombian Coffee Instant Freeze Dried 1.76 oz Hazelnut-,Giraldo Farms,,False,19.99,False,,,678.0,False,1.8,0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,,,1.76 ounces,,"For an inviting aroma and a rich nutty flavor, Giraldo Farms Hazelnut Coffee is sure to be your go-to coffee. This coffee is made from 100% Arabica beans that carry a smooth taste of precisely roasted hazelnuts. Making every cup you make a rich, well balanced with a subtle hint of nuts in every cup you make. Giraldo Farms Hazelnut Coffee is sure to become your new favorite nutty Colombian Instant Coffee.",https://m.media-amazon.com/images/I/61DYYpjkS5L._AC_UL320_.jpg,https://www.amazon.com/Colombian-Coffee-Instant-Freeze-Hazelnut/dp/B081S979GD/ref=sr_1_246?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-246&ts_id=2251594011&psc=1,,,1.8 ounces,nan,nan,,
B081SFBJJM,100% Colombian Coffee Freeze Dried - Amaretto- 1.76 Oz,Giraldo Farms,Third Party,False,12.0,True,6.82,Ounce,1327.0,False,1.8,0,,,0.0,0.0,0.0,0.0,0.0,,,,,6.82 / Ounce,($6.82 / Ounce),Ships from and sold by Malebasics Corp.,"Amaretto is a liqueur made from almonds and apricot, that originated in Saronno, Italy. Also known as the “liqueur of Lovers”. When you blend the amaretto with Colombian coffee, the result is one pretty indulgent & flavorful cup of coffee with out the alcohol. Which makes it irresistible! Treat yourself today to this luxurious flavored coffee, with its smooth and savory taste of amaretto. Believe us when we say that this will be your favorite instant amaretto coffee. 1.76oz Kosher OU",https://m.media-amazon.com/images/I/61H2J11VN7L._AC_UL320_.jpg,https://www.amazon.com/100-Colombian-Coffee-Freeze-Dried/dp/B081SFBJJM/ref=sr_1_1239?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-1239&ts_id=2251594011&psc=1,,,1.8 ounces,nan,nan,,
B081TMDLXF,"Death Wish Instant Coffee, The World's Strongest Coffee, Fair Trade and USDA Certified Organic, 8 Packets",Death Wish Coffee Co.,FBA,False,14.99,True,10.86,Ounce,109.0,False,2.4,0,4.5,102.0,0.05,0.04,0.08,0.05,0.78,,,,,10.86 / Ounce,($10.86 / Ounce),Sold by Death Wish Coffee Co. and Fulfilled by Amazon.,,https://m.media-amazon.com/images/I/81kkfqk1VlL._AC_UL320_.jpg,https://www.amazon.com/Death-Wish-Coffee-Strongest-Certified/dp/B081TMDLXF/ref=sr_1_34?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-34&ts_id=2251594011&psc=1,,,2.4 ounces,nan,nan,,
B081VVBNSC,Cafe Rico Instant Coffee (Puerto Rican Coffee) 1.8 oz - 2 jars,Cafe Rico,Third Party,False,14.99,True,8.33,Ounce,1232.0,False,1.8,0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,8.33 / Ounce,($8.33 / Ounce),Ships from and sold by Joes Lot.,"Café Rico is a favorite for bold flavored coffee lovers across the Caribbean and elsewhere. Its steady and persistent growth still stands, making Café Rico one of the strongest brands in Puerto Rico. Tasting profile: Medium-dark roast. Bold and aromatic.",https://m.media-amazon.com/images/I/41NQFVkN4wL._AC_UL320_.jpg,https://www.amazon.com/Cafe-Rico-Instant-Coffee-Puerto/dp/B081VVBNSC/ref=sr_1_373?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-373&ts_id=2251594011&psc=1,,,1.8 ounces,nan,nan,,
B081VWS8JB,Cafe Crema Instant Coffee (Puerto Rican Coffee) 1.76 oz - 2 jars,Cafe Crema,Third Party,False,14.99,True,8.52,Ounce,1902.0,False,1.8,0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,,,,,8.52 / Ounce,($8.52 / Ounce),Ships from and sold by Joes Lot.,"Café Crema is considered as one of the leading coffee brands in the local puertorican market. Part of our daily lives is to drink a cup of coffee, either as a personal ritual or to share with our family or friends. Café Crema Instant Coffee will make you wish for a full cup with its rich aroma and creamy flavor. Easy to prepare and ready to taste. Enjoy a cup by yourself and taste the traditional flavor of Café Crema!",https://m.media-amazon.com/images/I/61NLdDQr2VL._AC_UL320_.jpg,https://www.amazon.com/Cafe-Crema-Instant-Coffee-Puerto/dp/B081VWS8JB/ref=sr_1_613?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-613&ts_id=2251594011&psc=1,,,1.8 ounces,nan,nan,,
B081ZGQKSC,Victorian Inn Almond Amaretto Cappuccino 16-Ounce Canisters (Pack of 6),Victorian Inn,Third Party,False,40.87,True,0.43,Ounce,,False,16.0,0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.43 / Ounce,($0.43 / Ounce),Ships from and sold by Victorian Inn.,"So delicious and creamy that you would never know its instant, other than the ease of making it! Terrific hot, cold over ice, or blended with ice for a frosty thick treat Great as a coffee creamer 16 oz. can make 23 - 8 oz. servings",https://m.media-amazon.com/images/I/61kxXw0158L._AC_UL320_.jpg,https://www.amazon.com/Victorian-Inn-Amaretto-Cappuccino-Canisters/dp/B081ZGQKSC/ref=sr_1_4212?_encoding=UTF8&c=ts&dchild=1&keywords=Instant+Coffee&qid=1594936799&s=grocery&sr=1-4212&ts_id=2251594011&psc=1,,,1 pounds,nan,nan,,
